[ 2016-06-21T00:35:04+08:00 ] /QA/index.php/member/myanswer?__hash__=364ee495430ed5579a40ded598361193_e7e2688cd8f3b51c122fe53d3e439461 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:13:38+08:00 ] /QA/index.php/index/checkusername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = '锦鹏' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-06-21T10:13:44+08:00 ] /QA/index.php/index/register | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:13:44+08:00 ] /QA/index.php/index/register | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:44+08:00 ] /QA/index.php/index/register | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:44+08:00 ] /QA/index.php/index/register | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:13:44+08:00 ] /QA/index.php/index/register | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:44+08:00 ] /QA/index.php/index/register | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | SQL: INSERT INTO `wl_index_user` (`username`,`pwd`,`money`) VALUES ('锦鹏','123456','50') [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Run ParseTemplate Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Run TokenBuild Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:45+08:00 ] /QA/index.php/index/register | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:47+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:13:47+08:00 ] /QA/index.php/index/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:47+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:47+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:13:47+08:00 ] /QA/index.php/index/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:47+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.015600s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.015600s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.031200s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031200s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:13:48+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run ParseTemplate Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Run ShowPageTrace Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/show/index/id/4 | INFO: Tag[ view_end ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/index/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/index/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:35+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.015600s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | NOTIC: [8] Undefined index: username f9c22b8b40e560036663a0ce7ed378ae.php 第 150 行.
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:36+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:37+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:14:37+08:00 ] /QA/index.php/index/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:37+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:37+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:14:37+08:00 ] /QA/index.php/index/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:37+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.015600s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | NOTIC: [8] Undefined index: username f9c22b8b40e560036663a0ce7ed378ae.php 第 150 行.
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.015600s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015600s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:38+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:55+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:14:55+08:00 ] /QA/index.php/index/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:55+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:55+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:14:55+08:00 ] /QA/index.php/index/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:55+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.015600s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.015600s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:14:56+08:00 ] /QA/index.php/index/index/index | NOTIC: [8] Undefined index: username f9c22b8b40e560036663a0ce7ed378ae.php 第 150 行.
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.031200s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031200s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:14:57+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:15:01+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:15:01+08:00 ] /QA/index.php/index/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:15:01+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:15:01+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:15:01+08:00 ] /QA/index.php/index/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T10:15:01+08:00 ] /QA/index.php/index/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2016-06-21T10:15:02+08:00 ] /QA/index.php/index/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.000000s ]
[ 2016-06-21T10:15:02+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-06-21T10:15:02+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:15:02+08:00 ] /QA/index.php/index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
